Year,FIPS County Code,County Name,DHS Service Area,Judicial District,Abuse Type,Occurences,County Primary Point,US Counties,Iowa Watersheds (HUC 10),Iowa Watershed Sub-Basins (HUC 08),Iowa ZIP Code Tabulation Areas
2012,19179,Wapello,4-Cedar Rapids,8-Eigth JD,Exposure to Manufacturing of Meth,6,"(41.0305845, -92.4094499)",301,363,30,799
2009,19011,Benton,7-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),1,"(42.0801864, -92.0656912)",1367,248,18,804
2012,19161,Sac,1-Western,2-Second JD,Denial of Critical Care (Neglect),23,"(42.3862604, -95.1053946)",1880,324,27,97
2010,19191,Winneshiek,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),2,"(43.2906746, -91.8437074)",1890,41,4,855
2005,19123,Mahaska,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,5,"(41.3352035, -92.6409094)",290,133,11,914
2006,19069,Franklin,2-Waterloo,2-Second JD,Physical Abuse,9,"(42.7325458, -93.262473)",279,225,17,775
2010,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Physical Abuse,14,"(40.7431635, -92.8686104)",175,534,54,210
2007,19077,Guthrie,5-Council Bluffs,5-FifthJD,Physical Abuse,5,"(41.6837548, -94.501055)",1784,336,28,310
2010,19009,Audubon,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),1,"(41.6845893, -94.9058222)",1366,259,44,498
2008,19101,Jefferson,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,2,"(41.0317596, -91.9488774)",285,147,13,326
2012,19159,Ringgold,5-Des Moines,5-FifthJD,Physical Abuse,2,"(40.7352023, -94.2439719)",297,452,51,843
2004,19003,Adams,6-Des Moines,5-FifthJD,Sexual Abuse,3,"(41.0289839, -94.6991849)",1364,475,48,1
2007,19167,Sioux,1-Sioux City,3-Third JD,Cohabitation w/ a Registered Sex Offender,2,"(43.0826174, -96.1778827)",1882,199,33,927
2010,19197,Wright,2-Northern,2-Second JD,Denial of Critical Care (Neglect),174,"(42.7331189, -93.7351465)",304,320,26,626
2005,19181,Warren,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),146,"(41.3343735, -93.5613594)",1886,353,29,800
2010,19153,Polk,5-Des Moines,5-FifthJD,Other,1,"(41.6855048, -93.5735335)",1878,342,29,503
2006,19125,Marion,6-Des Moines,5-FifthJD,Physical Abuse,11,"(41.3344515, -93.0994367)",1830,355,29,916
2004,,Missing,,,Denial of Critical Care (Neglect),2,,,,,
2004,19053,Decatur,6-Des Moines,5-FifthJD,Physical Abuse,4,"(40.7376827, -93.7862815)",1777,508,52,763
2008,19141,OBrien,1-Sioux City,3-Third JD,Sexual Abuse,7,"(43.0837527, -95.6248784)",293,427,37,211
2009,19025,Calhoun,4-Ames,2-Second JD,Sexual Abuse,3,"(42.3851848, -94.6404136)",1371,326,27,121
2004,19111,Lee,8-Davenport,8-Eigth JD,Physical Abuse,69,"(40.6419764, -91.479264)",1827,119,10,110
2007,19099,Jasper,4-Ames,5-FifthJD,Sexual Abuse,13,"(41.6860394, -93.053765)",1791,132,11,903
2008,19149,Plymouth,1-Sioux City,3-Third JD,Sexual Abuse,1,"(42.7378346, -96.2140431)",1838,417,36,476
2010,19083,Hardin,2-Northern,2-Second JD,Allows Access by Registered Sex Offender,12,"(42.3838803, -93.2404025)",1786,273,20,424
2006,19101,Jefferson,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,1,"(41.0317596, -91.9488774)",285,147,13,326
2004,19167,Sioux,1-Sioux City,3-Third JD,Sexual Abuse,11,"(43.0826174, -96.1778827)",1882,199,33,927
2006,19153,Polk,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),1840,"(41.6855048, -93.5735335)",1878,342,29,503
2005,19183,Washington,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,1,"(41.335591, -91.7178676)",302,140,13,614
2004,19195,Worth,2-Waterloo,2-Second JD,Denial of Critical Care (Neglect),48,"(43.3773984, -93.2608476)",303,193,15,625
2005,19091,Humboldt,4-Ames,2-Second JD,Denial of Critical Care (Neglect),43,"(42.7764686, -94.2071868)",283,305,23,318
2011,19167,Sioux,1-Western,3-Third JD,Sexual Abuse,1,"(43.0826174, -96.1778827)",1882,199,33,927
2005,19027,Carroll,5-Council Bluffs,2-Second JD,Presence of Illegal Drugs in Child's System (PID),7,"(42.0362382, -94.8605593)",179,335,28,523
2009,19071,Fremont,5-Council Bluffs,4-FourthJD,Physical Abuse,4,"(40.7455892, -95.6046765)",1782,257,43,422
2008,19081,Hancock,2-Waterloo,2-Second JD,Physical Abuse,7,"(43.0818861, -93.7342723)",1785,18,20,897
2007,19195,Worth,2-Waterloo,2-Second JD,Physical Abuse,6,"(43.3773984, -93.2608476)",303,193,15,625
2011,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),9,"(41.3352035, -92.6409094)",290,133,11,914
2010,19091,Humboldt,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,"(42.7764686, -94.2071868)",283,305,23,318
2007,19071,Fremont,5-Council Bluffs,4-FourthJD,Physical Abuse,3,"(40.7455892, -95.6046765)",1782,257,43,422
2005,19071,Fremont,5-Council Bluffs,4-FourthJD,Physical Abuse,6,"(40.7455892, -95.6046765)",1782,257,43,422
2007,19151,Pocahontas,4-Ames,2-Second JD,Denial of Critical Care (Neglect),35,"(42.7341351, -94.6787466)",295,169,25,352
2004,19121,Madison,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),38,"(41.3307142, -94.0155619)",289,347,29,207
2005,19101,Jefferson,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),175,"(41.0317596, -91.9488774)",285,147,13,326
2006,19169,Story,4-Ames,2-Second JD,Cohabitation w/ a Registered Sex Offender,2,"(42.0362415, -93.4650448)",299,126,11,230
2004,19091,Humboldt,4-Ames,2-Second JD,Sexual Abuse,3,"(42.7764686, -94.2071868)",283,305,23,318
2005,19063,Emmet,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),10,"(43.3780225, -94.6784803)",277,298,23,659
2007,19027,Carroll,5-Council Bluffs,2-Second JD,Sexual Abuse,13,"(42.0362382, -94.8605593)",179,335,28,523
2006,19055,Delaware,3-Dubuque,1-First JD,Sexual Abuse,1,"(42.471211, -91.3673502)",276,72,7,764
2005,19175,Union,6-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),4,"(41.0277304, -94.2423792)",300,502,52,702
2011,19115,Louisa,3-Eastern,8-Eigth JD,Exposure to Manufacturing of Meth,6,"(41.2185073, -91.2596184)",1828,149,22,587
2006,19111,Lee,8-Davenport,8-Eigth JD,Sexual Abuse,14,"(40.6419764, -91.479264)",1827,119,10,110
2007,19049,Dallas,6-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),4,"(41.6848862, -94.0397374)",1746,331,27,156
2012,19131,Mitchell,2-Northern,2-Second JD,Physical Abuse,2,"(43.3564124, -92.7890315)",291,176,14,415
2007,19055,Delaware,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),3,"(42.471211, -91.3673502)",276,72,7,764
2004,19007,Appanoose,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),139,"(40.7431635, -92.8686104)",175,534,54,210
2008,19183,Washington,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,"(41.335591, -91.7178676)",302,140,13,614
2007,19155,Pottawattamie,5-Council Bluffs,4-FourthJD,Sexual Abuse,32,"(41.3366123, -95.5423935)",1879,442,43,604
2010,19155,Pottawattamie,1-Western,4-FourthJD,Denial of Critical Care (Neglect),542,"(41.3366123, -95.5423935)",1879,442,43,604
2006,19071,Fremont,5-Council Bluffs,4-FourthJD,Exposure to Manufacturing of Meth,1,"(40.7455892, -95.6046765)",1782,257,43,422
2007,19193,Woodbury,1-Sioux City,3-Third JD,Mental Injury,1,"(42.3897169, -96.0447673)",1891,222,38,622
2007,19021,Buena Vista,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),17,"(42.7354936, -95.151149)",178,323,27,15
2011,19047,Crawford,1-Western,3-Third JD,Denial of Critical Care (Neglect),106,"(42.0372125, -95.3819678)",275,241,41,536
2011,19181,Warren,5-Des Moines,5-FifthJD,Sexual Abuse,18,"(41.3343735, -93.5613594)",1886,353,29,800
2007,19139,Muscatine,8-Davenport,7-Seventh JD,Denial of Critical Care (Neglect),267,"(41.4839221, -91.1127562)",1835,17,19,445
2012,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Physical Abuse,4,"(41.336465, -92.1786426)",1793,139,12,334
2007,19107,Keokuk,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),90,"(41.336465, -92.1786426)",1793,139,12,334
2011,19141,OBrien,1-Western,3-Third JD,Sexual Abuse,2,"(43.0837527, -95.6248784)",293,427,37,211
2004,19171,Tama,4-Ames,6-SixthJD,Physical Abuse,8,"(42.0798117, -92.5325425)",1883,281,21,700
2004,19171,Tama,4-Ames,6-SixthJD,Denial of Critical Care (Neglect),86,"(42.0798117, -92.5325425)",1883,281,21,700
2004,19025,Calhoun,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,"(42.3851848, -94.6404136)",1371,326,27,121
2007,19129,Mills,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),72,"(41.0334523, -95.6213267)",1832,442,43,816
2011,19005,Allamakee,2-Northern,1-First JD,Physical Abuse,4,"(43.2842838, -91.3780923)",1365,33,3,371
2011,19137,Montgomery,1-Western,4-FourthJD,Sexual Abuse,6,"(41.03014, -95.1563758)",1834,462,46,141
2010,19169,Story,5-Des Moines,2-Second JD,Presence of Illegal Drugs in Child's System (PID),17,"(42.0362415, -93.4650448)",299,126,11,230
2012,19087,Henry,3-Eastern,8-Eigth JD,Allows Access by Registered Sex Offender,4,"(40.9879383, -91.5445241)",282,152,13,315
2006,19099,Jasper,4-Ames,5-FifthJD,Cohabitation w/ a Registered Sex Offender,1,"(41.6860394, -93.053765)",1791,132,11,903
2009,19177,Van Buren,7-Cedar Rapids,8-Eigth JD,Physical Abuse,3,"(40.7532294, -91.9499871)",1885,368,30,798
2010,19013,Black Hawk,2-Northern,1-First JD,Exposure to Manufacturing of Meth,6,"(42.4700957, -92.3088197)",176,246,18,718
2007,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,2,"(41.0305845, -92.4094499)",301,363,30,799
2006,19169,Story,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),13,"(42.0362415, -93.4650448)",299,126,11,230
2005,19037,Chickasaw,2-Waterloo,1-First JD,Presence of Illegal Drugs in Child's System (PID),3,"(43.0600414, -92.3176637)",1374,88,8,131
2010,19151,Pocahontas,2-Northern,2-Second JD,Exposure to Manufacturing of Meth,1,"(42.7341351, -94.6787466)",295,169,25,352
2008,19111,Lee,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),234,"(40.6419764, -91.479264)",1827,119,10,110
2011,19097,Jackson,3-Eastern,7-Seventh JD,Physical Abuse,9,"(42.1717426, -90.5742294)",1790,80,7,869
2011,19109,Kossuth,1-Western,3-Third JD,Sexual Abuse,3,"(43.20413, -94.2067199)",1794,163,24,335
2012,19041,Clay,1-Western,3-Third JD,Physical Abuse,7,"(43.0825804, -95.1509194)",273,220,37,743
2011,19011,Benton,4-Cedar Rapids,6-SixthJD,Sexual Abuse,6,"(42.0801864, -92.0656912)",1367,248,18,804
2012,19171,Tama,4-Cedar Rapids,6-SixthJD,Sexual Abuse,14,"(42.0798117, -92.5325425)",1883,281,21,700
2013,19005,Allamakee,2-Northern,1-First JD,Allows Access by Registered Sex Offender,3,"(43.2842838, -91.3780923)",1365,33,3,371
2005,19045,Clinton,3-Dubuque,7-Seventh JD,Denial of Critical Care (Neglect),144,"(41.8980358, -90.5319724)",1745,103,9,841
2012,19041,Clay,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),5,"(43.0825804, -95.1509194)",273,220,37,743
2011,19109,Kossuth,1-Western,3-Third JD,Physical Abuse,6,"(43.20413, -94.2067199)",1794,163,24,335
2004,19061,Dubuque,3-Dubuque,1-First JD,Sexual Abuse,15,"(42.468832, -90.8824564)",1780,49,5,868
2010,19037,Chickasaw,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),7,"(43.0600414, -92.3176637)",1374,88,8,131
2010,19115,Louisa,3-Eastern,8-Eigth JD,Denial of Critical Care (Neglect),66,"(41.2185073, -91.2596184)",1828,149,22,587
2013,19013,Black Hawk,2-Northern,1-First JD,Allows Access by Registered Sex Offender,17,"(42.4700957, -92.3088197)",176,246,18,718
2010,19167,Sioux,1-Western,3-Third JD,Physical Abuse,14,"(43.0826174, -96.1778827)",1882,199,33,927
2007,19169,Story,4-Ames,2-Second JD,Physical Abuse,31,"(42.0362415, -93.4650448)",299,126,11,230
2008,19033,Cerro Gordo,2-Waterloo,2-Second JD,Physical Abuse,23,"(43.0815577, -93.2608184)",1373,207,16,647
2005,19021,Buena Vista,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),3,"(42.7354936, -95.151149)",178,323,27,15
2008,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),3,"(41.0305845, -92.4094499)",301,363,30,799
2011,19027,Carroll,1-Western,2-Second JD,Sexual Abuse,3,"(42.0362382, -94.8605593)",179,335,28,523
2006,19109,Kossuth,1-Sioux City,3-Third JD,Physical Abuse,22,"(43.20413, -94.2067199)",1794,163,24,335
2008,19095,Iowa,7-Cedar Rapids,6-SixthJD,Sexual Abuse,1,"(41.6863229, -92.065524)",284,23,22,178
2005,19149,Plymouth,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),98,"(42.7378346, -96.2140431)",1838,417,36,476
2009,19041,Clay,1-Sioux City,3-Third JD,Sexual Abuse,4,"(43.0825804, -95.1509194)",273,220,37,743
2011,19145,Page,1-Western,4-FourthJD,Physical Abuse,3,"(40.7391444, -95.1501747)",1837,463,46,598
2005,19113,Linn,7-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),192,"(42.0789478, -91.5989646)",287,265,19,443
2009,19105,Jones,7-Cedar Rapids,6-SixthJD,Sexual Abuse,5,"(42.1212397, -91.1314352)",286,74,7,333
2011,19099,Jasper,4-Cedar Rapids,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),3,"(41.6860394, -93.053765)",1791,132,11,903
2010,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,"(41.3307142, -94.0155619)",289,347,29,207
2006,19153,Polk,6-Des Moines,5-FifthJD,Sexual Abuse,114,"(41.6855048, -93.5735335)",1878,342,29,503
2008,19161,Sac,5-Council Bluffs,2-Second JD,Sexual Abuse,3,"(42.3862604, -95.1053946)",1880,324,27,97
2009,19099,Jasper,4-Ames,5-FifthJD,Denial of Critical Care (Neglect),200,"(41.6860394, -93.053765)",1791,132,11,903
2008,19035,Cherokee,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,"(42.7356226, -95.6238055)",181,429,37,286
2010,19023,Butler,2-Northern,2-Second JD,Sexual Abuse,4,"(42.7315661, -92.7901934)",1370,228,17,639
2005,19011,Benton,7-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),144,"(42.0801864, -92.0656912)",1367,248,18,804
2012,19023,Butler,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),8,"(42.7315661, -92.7901934)",1370,228,17,639
2006,19137,Montgomery,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),4,"(41.03014, -95.1563758)",1834,462,46,141
2012,19103,Johnson,4-Cedar Rapids,6-SixthJD,Allows Access by Registered Sex Offender,6,"(41.6715511, -91.5880849)",1792,287,22,268
2005,19155,Pottawattamie,5-Council Bluffs,4-FourthJD,Exposure to Manufacturing of Meth,7,"(41.3366123, -95.5423935)",1879,442,43,604
2006,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Cohabitation w/ a Registered Sex Offender,1,"(41.0305845, -92.4094499)",301,363,30,799
2012,19061,Dubuque,3-Eastern,1-First JD,Exposure to Manufacturing of Meth,13,"(42.468832, -90.8824564)",1780,49,5,868
2009,19115,Louisa,8-Davenport,8-Eigth JD,Sexual Abuse,2,"(41.2185073, -91.2596184)",1828,149,22,587
2009,19183,Washington,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,4,"(41.335591, -91.7178676)",302,140,13,614
2008,19173,Taylor,5-Council Bluffs,5-FifthJD,Physical Abuse,2,"(40.7374324, -94.6964148)",1884,486,50,701
2006,19149,Plymouth,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),50,"(42.7378346, -96.2140431)",1838,417,36,476
2005,19109,Kossuth,1-Sioux City,3-Third JD,Cohabitation w/ a Registered Sex Offender,2,"(43.20413, -94.2067199)",1794,163,24,335
2008,19057,Des Moines,8-Davenport,8-Eigth JD,Physical Abuse,29,"(40.9231829, -91.1814707)",1778,115,10,411
2011,19061,Dubuque,3-Eastern,1-First JD,Denial of Critical Care (Neglect),392,"(42.468832, -90.8824564)",1780,49,5,868
2008,19089,Howard,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),6,"(43.3567673, -92.3171989)",1788,13,6,429
2012,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),8,"(41.3307142, -94.0155619)",289,347,29,207
2009,19109,Kossuth,1-Sioux City,3-Third JD,Sexual Abuse,2,"(43.20413, -94.2067199)",1794,163,24,335
2011,19129,Mills,1-Western,4-FourthJD,Physical Abuse,5,"(41.0334523, -95.6213267)",1832,442,43,816
2007,19181,Warren,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),190,"(41.3343735, -93.5613594)",1886,353,29,800
2006,19183,Washington,7-Cedar Rapids,8-Eigth JD,Physical Abuse,17,"(41.335591, -91.7178676)",302,140,13,614
2011,19005,Allamakee,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),1,"(43.2842838, -91.3780923)",1365,33,3,371
2005,19127,Marshall,4-Ames,2-Second JD,Denial of Critical Care (Neglect),260,"(42.0358499, -92.9987706)",1831,277,21,89
2006,19001,Adair,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),41,"(41.3307464, -94.4709413)",174,469,47,474
2011,19161,Sac,1-Western,2-Second JD,Physical Abuse,4,"(42.3862604, -95.1053946)",1880,324,27,97
2011,19195,Worth,2-Northern,2-Second JD,Sexual Abuse,1,"(43.3773984, -93.2608476)",303,193,15,625
2007,19123,Mahaska,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),139,"(41.3352035, -92.6409094)",290,133,11,914
2009,19163,Scott,8-Davenport,7-Seventh JD,Sexual Abuse,36,"(41.6370978, -90.6232428)",1881,100,9,99
2010,19109,Kossuth,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),3,"(43.20413, -94.2067199)",1794,163,24,335
2006,19015,Boone,6-Des Moines,2-Second JD,Cohabitation w/ a Registered Sex Offender,1,"(42.0365493, -93.931671)",1368,313,25,859
2011,19089,Howard,2-Northern,1-First JD,Physical Abuse,2,"(43.3567673, -92.3171989)",1788,13,6,429
2006,19065,Fayette,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),165,"(42.8625919, -91.8443207)",278,54,6,887
2008,19071,Fremont,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),1,"(40.7455892, -95.6046765)",1782,257,43,422
2010,19085,Harrison,1-Western,4-FourthJD,Sexual Abuse,4,"(41.6828528, -95.8169209)",1787,243,41,569
2004,19151,Pocahontas,4-Ames,2-Second JD,Exposure to Manufacturing of Meth,8,"(42.7341351, -94.6787466)",295,169,25,352
2012,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),67,"(40.7431635, -92.8686104)",175,534,54,210
2008,19113,Linn,7-Cedar Rapids,6-SixthJD,Exposure to Manufacturing of Meth,7,"(42.0789478, -91.5989646)",287,265,19,443
2005,19039,Clarke,6-Des Moines,5-FifthJD,Sexual Abuse,4,"(41.0290323, -93.7851579)",182,349,29,133
2006,19189,Winnebago,2-Waterloo,2-Second JD,Denial of Critical Care (Neglect),53,"(43.3775678, -93.7341955)",1889,205,16,616
2004,19067,Floyd,2-Waterloo,2-Second JD,Presence of Illegal Drugs in Child's System (PID),24,"(43.0599208, -92.7890033)",1781,202,15,27
2008,19163,Scott,8-Davenport,7-Seventh JD,Physical Abuse,96,"(41.6370978, -90.6232428)",1881,100,9,99
2007,19061,Dubuque,3-Dubuque,1-First JD,Cohabitation w/ a Registered Sex Offender,4,"(42.468832, -90.8824564)",1780,49,5,868
2006,19133,Monona,5-Council Bluffs,3-Third JD,Physical Abuse,2,"(42.0516663, -95.9599235)",1833,430,37,555
2006,19009,Audubon,5-Council Bluffs,4-FourthJD,Physical Abuse,8,"(41.6845893, -94.9058222)",1366,259,44,498
2012,19153,Polk,5-Des Moines,5-FifthJD,Physical Abuse,282,"(41.6855048, -93.5735335)",1878,342,29,503
2012,19071,Fremont,1-Western,4-FourthJD,Sexual Abuse,4,"(40.7455892, -95.6046765)",1782,257,43,422
2009,19063,Emmet,1-Sioux City,3-Third JD,Cohabitation w/ a Registered Sex Offender,4,"(43.3780225, -94.6784803)",277,298,23,659
2007,19039,Clarke,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),24,"(41.0290323, -93.7851579)",182,349,29,133
2005,19097,Jackson,3-Dubuque,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),3,"(42.1717426, -90.5742294)",1790,80,7,869
2011,19071,Fremont,1-Western,4-FourthJD,Denial of Critical Care (Neglect),13,"(40.7455892, -95.6046765)",1782,257,43,422
2009,19163,Scott,8-Davenport,7-Seventh JD,Allows Access by Registered Sex Offender,16,"(41.6370978, -90.6232428)",1881,100,9,99
2005,19161,Sac,5-Council Bluffs,2-Second JD,Sexual Abuse,7,"(42.3862604, -95.1053946)",1880,324,27,97
2011,19111,Lee,3-Eastern,8-Eigth JD,Exposure to Manufacturing of Meth,9,"(40.6419764, -91.479264)",1827,119,10,110
2004,19079,Hamilton,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,"(42.3837722, -93.7068085)",281,122,11,782
2006,19079,Hamilton,4-Ames,2-Second JD,Cohabitation w/ a Registered Sex Offender,4,"(42.3837722, -93.7068085)",281,122,11,782
2004,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,27,"(41.0305845, -92.4094499)",301,363,30,799
2011,19099,Jasper,4-Cedar Rapids,5-FifthJD,Allows Access by Registered Sex Offender,1,"(41.6860394, -93.053765)",1791,132,11,903
2006,19121,Madison,6-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,"(41.3307142, -94.0155619)",289,347,29,207
2013,19021,Buena Vista,1-Western,3-Third JD,Exposure to Manufacturing of Meth,2,"(42.7354936, -95.151149)",178,323,27,15
2007,19173,Taylor,5-Council Bluffs,5-FifthJD,Sexual Abuse,1,"(40.7374324, -94.6964148)",1884,486,50,701
2010,19193,Woodbury,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),114,"(42.3897169, -96.0447673)",1891,222,38,622
2005,19191,Winneshiek,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),4,"(43.2906746, -91.8437074)",1890,41,4,855
2004,19085,Harrison,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),17,"(41.6828528, -95.8169209)",1787,243,41,569
2008,19017,Bremer,2-Waterloo,2-Second JD,Physical Abuse,8,"(42.7745873, -92.3180548)",177,91,8,6
2012,19125,Marion,5-Des Moines,5-FifthJD,Physical Abuse,10,"(41.3344515, -93.0994367)",1830,355,29,916
2008,19193,Woodbury,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),45,"(42.3897169, -96.0447673)",1891,222,38,622
2011,19053,Decatur,5-Des Moines,5-FifthJD,Sexual Abuse,3,"(40.7376827, -93.7862815)",1777,508,52,763
2012,19031,Cedar,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),60,"(41.7723207, -91.1324125)",180,17,19,721
2009,19057,Des Moines,8-Davenport,8-Eigth JD,Physical Abuse,32,"(40.9231829, -91.1814707)",1778,115,10,411
2011,19103,Johnson,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),18,"(41.6715511, -91.5880849)",1792,287,22,268
2006,19037,Chickasaw,2-Waterloo,1-First JD,Sexual Abuse,6,"(43.0600414, -92.3176637)",1374,88,8,131
2011,19187,Webster,2-Northern,2-Second JD,Physical Abuse,32,"(42.4279662, -94.1817881)",1888,312,25,705
2010,19029,Cass,1-Western,4-FourthJD,Physical Abuse,14,"(41.3314876, -94.9278266)",1372,260,44,475
2010,19137,Montgomery,1-Western,4-FourthJD,Physical Abuse,8,"(41.03014, -95.1563758)",1834,462,46,141
2012,19033,Cerro Gordo,2-Northern,2-Second JD,Denial of Critical Care (Neglect),315,"(43.0815577, -93.2608184)",1373,207,16,647
2008,19115,Louisa,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),75,"(41.2185073, -91.2596184)",1828,149,22,587
2012,19095,Iowa,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),3,"(41.6863229, -92.065524)",284,23,22,178
2009,19097,Jackson,3-Dubuque,7-Seventh JD,Sexual Abuse,5,"(42.1717426, -90.5742294)",1790,80,7,869
2012,19193,Woodbury,1-Western,3-Third JD,Sexual Abuse,33,"(42.3897169, -96.0447673)",1891,222,38,622
2008,19055,Delaware,3-Dubuque,1-First JD,Physical Abuse,7,"(42.471211, -91.3673502)",276,72,7,764
2009,19123,Mahaska,7-Cedar Rapids,8-Eigth JD,Physical Abuse,9,"(41.3352035, -92.6409094)",290,133,11,914
2006,19141,OBrien,1-Sioux City,3-Third JD,Physical Abuse,11,"(43.0837527, -95.6248784)",293,427,37,211
2006,19093,Ida,1-Sioux City,3-Third JD,Physical Abuse,6,"(42.3868747, -95.5134962)",1789,230,39,746
2010,19047,Crawford,1-Western,3-Third JD,Physical Abuse,14,"(42.0372125, -95.3819678)",275,241,41,536
2012,19161,Sac,1-Western,2-Second JD,Sexual Abuse,1,"(42.3862604, -95.1053946)",1880,324,27,97
2009,19151,Pocahontas,4-Ames,2-Second JD,Physical Abuse,3,"(42.7341351, -94.6787466)",295,169,25,352
2007,19191,Winneshiek,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),50,"(43.2906746, -91.8437074)",1890,41,4,855
2011,19169,Story,5-Des Moines,2-Second JD,Presence of Illegal Drugs in Child's System (PID),28,"(42.0362415, -93.4650448)",299,126,11,230
2004,19019,Buchanan,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),33,"(42.4707777, -91.8378392)",1369,95,8,270
2010,19143,Osceola,1-Western,3-Third JD,Denial of Critical Care (Neglect),39,"(43.3785704, -95.6236852)",1836,421,37,597
2009,19001,Adair,6-Des Moines,5-FifthJD,Exposure to Manufacturing of Meth,1,"(41.3307464, -94.4709413)",174,469,47,474
2007,19007,Appanoose,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),11,"(40.7431635, -92.8686104)",175,534,54,210
2007,19093,Ida,1-Sioux City,3-Third JD,Physical Abuse,2,"(42.3868747, -95.5134962)",1789,230,39,746
2011,19059,Dickinson,1-Western,3-Third JD,Physical Abuse,4,"(43.3779848, -95.1508301)",1779,419,37,660
