FIPS,Primary County Coordinates,County,City,Year,Estimate,FIPS.County.Code
1933960,"(42.7325458, -93.262473)",Franklin,Hampton,July 01 2010,4470,19339
1934365,"(42.7325458, -93.262473)",Franklin,Hansell,July 01 2010,98,19343
1943590,"(42.7325458, -93.262473)",Franklin,Latimer,July 01 2010,508,19435
1964110,"(42.7325458, -93.262473)",Franklin,Popejoy,July 01 2010,79,19641
1972210,"(42.7325458, -93.262473)",Franklin,Sheffield,July 01 2010,1175,19722
1999990,"(42.7325458, -93.262473)",Franklin,Balance of Franklin County,July 01 2010,3631,19999
1926985,"(42.7325458, -95.6046765)",Fremont,Farragut,July 01 2010,484,19269
1933780,"(40.7455892, -95.6046765)",Fremont,Hamburg,July 01 2010,1185,19337
1938055,"(40.7455892, -95.6046765)",Fremont,Imogene,July 01 2010,72,19380
1965640,"(40.7455892, -95.6046765)",Fremont,Randolph,July 01 2010,168,19656
1967575,"(40.7455892, -95.6046765)",Fremont,Riverton,July 01 2010,303,19675
1972525,"(40.7455892, -95.6046765)",Fremont,Shenandoah (pt.),July 01 2010,0,19725
1973065,"(40.7455892, -95.6046765)",Fremont,Sidney,July 01 2010,1136,19730
1976935,"(40.7455892, -95.6046765)",Fremont,Tabor (pt.),July 01 2010,954,19769
1999990,"(40.7455892, -95.6046765)",Fremont,Balance of Fremont County,July 01 2010,2906,19999
1913350,"(40.7455892, -94.3968356)",Greene,Churdan,July 01 2010,387,19133
1918345,"(42.0362394, -94.3968356)",Greene,Dana,July 01 2010,71,19183
1931980,"(42.0362394, -94.3968356)",Greene,Grand Junction,July 01 2010,826,19319
1939450,"(42.0362394, -94.3968356)",Greene,Jefferson,July 01 2010,4354,19394
1961815,"(42.0362394, -94.3968356)",Greene,Paton,July 01 2010,237,19618
1965505,"(42.0362394, -94.3968356)",Greene,Ralston (pt.),July 01 2010,2,19655
1967215,"(42.0362394, -94.3968356)",Greene,Rippey,July 01 2010,293,19672
1971310,"(42.0362394, -94.3968356)",Greene,Scranton,July 01 2010,558,19713
1999990,"(42.0362394, -94.3968356)",Greene,Balance of Greene County,July 01 2010,2633,19999
1905140,"(42.0362394, -92.7914177)",Grundy,Beaman,July 01 2010,191,19051
1915825,"(42.4018651, -92.7914177)",Grundy,Conrad,July 01 2010,1109,19158
1921405,"(42.4018651, -92.7914177)",Grundy,Dike,July 01 2010,1213,19214
1933195,"(42.4018651, -92.7914177)",Grundy,Grundy Center,July 01 2010,2708,19331
1936705,"(42.4018651, -92.7914177)",Grundy,Holland,July 01 2010,282,19367
1954165,"(42.4018651, -92.7914177)",Grundy,Morrison,July 01 2010,94,19541
1966315,"(42.4018651, -92.7914177)",Grundy,Reinbeck,July 01 2010,1672,19663
1975720,"(42.4018651, -92.7914177)",Grundy,Stout,July 01 2010,224,19757
1983325,"(42.4018651, -92.7914177)",Grundy,Wellsburg,July 01 2010,708,19833
1999990,"(42.4018651, -92.7914177)",Grundy,Balance of Grundy County,July 01 2010,4264,19999
1900370,"(42.4018651, -94.501055)",Guthrie,Adair (pt.),July 01 2010,19,19003
1904240,"(41.6837548, -94.501055)",Guthrie,Bagley,July 01 2010,302,19042
1904960,"(41.6837548, -94.501055)",Guthrie,Bayard,July 01 2010,470,19049
1911395,"(41.6837548, -94.501055)",Guthrie,Casey (pt.),July 01 2010,415,19113
1916050,"(41.6837548, -94.501055)",Guthrie,Coon Rapids (pt.),July 01 2010,0,19160
1933420,"(41.6837548, -94.501055)",Guthrie,Guthrie Center,July 01 2010,1561,19334
1939225,"(41.6837548, -94.501055)",Guthrie,Jamaica,July 01 2010,224,19392
1951105,"(41.6837548, -94.501055)",Guthrie,Menlo,July 01 2010,352,19511
1961320,"(41.6837548, -94.501055)",Guthrie,Panora,July 01 2010,1119,19613
1975990,"(41.6837548, -94.501055)",Guthrie,Stuart (pt.),July 01 2010,951,19759
1987285,"(41.6837548, -94.501055)",Guthrie,Yale,July 01 2010,246,19872
1999990,"(41.6837548, -94.501055)",Guthrie,Balance of Guthrie County,July 01 2010,5276,19999
1906760,"(41.6837548, -93.7068085)",Hamilton,Blairsburg,July 01 2010,214,19067
1925050,"(42.3837722, -93.7068085)",Hamilton,Ellsworth,July 01 2010,530,19250
1939675,"(42.3837722, -93.7068085)",Hamilton,Jewell Junction,July 01 2010,1212,19396
1940215,"(42.3837722, -93.7068085)",Hamilton,Kamrar,July 01 2010,199,19402
1965595,"(42.3837722, -93.7068085)",Hamilton,Randall,July 01 2010,173,19655
1974910,"(42.3837722, -93.7068085)",Hamilton,Stanhope,July 01 2010,421,19749
1975810,"(42.3837722, -93.7068085)",Hamilton,Stratford (pt.),July 01 2010,711,19758
1983145,"(42.3837722, -93.7068085)",Hamilton,Webster City,July 01 2010,8047,19831
1985800,"(42.3837722, -93.7068085)",Hamilton,Williams,July 01 2010,343,19858
1999990,"(42.3837722, -93.7068085)",Hamilton,Balance of Hamilton County,July 01 2010,3781,19999
1908605,"(42.3837722, -93.7342723)",Hancock,Britt,July 01 2010,2062,19086
1916590,"(43.0818861, -93.7342723)",Hancock,Corwith,July 01 2010,308,19165
1917670,"(43.0818861, -93.7342723)",Hancock,Crystal Lake,July 01 2010,249,19176
1928380,"(43.0818861, -93.7342723)",Hancock,Forest City (pt.),July 01 2010,338,19283
1929955,"(43.0818861, -93.7342723)",Hancock,Garner,July 01 2010,3118,19299
1931575,"(43.0818861, -93.7342723)",Hancock,Goodell,July 01 2010,138,19315
1940260,"(43.0818861, -93.7342723)",Hancock,Kanawha,July 01 2010,650,19402
1941655,"(43.0818861, -93.7342723)",Hancock,Klemme,July 01 2010,505,19416
1986700,"(43.0818861, -93.7342723)",Hancock,Woden,July 01 2010,228,19867
1999990,"(43.0818861, -93.7342723)",Hancock,Balance of Hancock County,July 01 2010,3704,19999
1900190,"(43.0818861, -93.2404025)",Hardin,Ackley (pt.),July 01 2010,1549,19001
1901045,"(42.3838803, -93.2404025)",Hardin,Alden,July 01 2010,788,19010
1909100,"(42.3838803, -93.2404025)",Hardin,Buckeye,July 01 2010,108,19091
1924465,"(42.3838803, -93.2404025)",Hardin,Eldora,July 01 2010,2733,19244
1937425,"(42.3838803, -93.2404025)",Hardin,Hubbard,July 01 2010,846,19374
1938640,"(42.3838803, -93.2404025)",Hardin,Iowa Falls,July 01 2010,5241,19386
1956415,"(42.3838803, -93.2404025)",Hardin,New Providence,July 01 2010,228,19564
1960555,"(42.3838803, -93.2404025)",Hardin,Owasa,July 01 2010,43,19605
1965370,"(42.3838803, -93.2404025)",Hardin,Radcliffe,July 01 2010,546,19653
1975180,"(42.3838803, -93.2404025)",Hardin,Steamboat Rock,July 01 2010,310,19751
1979545,"(42.3838803, -93.2404025)",Hardin,Union,July 01 2010,397,19795
1985305,"(42.3838803, -93.2404025)",Hardin,Whitten,July 01 2010,149,19853
1999990,"(42.3838803, -93.2404025)",Hardin,Balance of Hardin County,July 01 2010,4605,19999
1922890,"(42.3838803, -95.8169209)",Harrison,Dunlap (pt.),July 01 2010,1040,19228
1945840,"(41.6828528, -95.8169209)",Harrison,Little Sioux,July 01 2010,170,19458
1946155,"(41.6828528, -95.8169209)",Harrison,Logan,July 01 2010,1531,19461
1948495,"(41.6828528, -95.8169209)",Harrison,Magnolia,July 01 2010,183,19484
1952860,"(41.6828528, -95.8169209)",Harrison,Missouri Valley,July 01 2010,2831,19528
1952995,"(41.6828528, -95.8169209)",Harrison,Modale,July 01 2010,282,19529
1953175,"(41.6828528, -95.8169209)",Harrison,Mondamin,July 01 2010,401,19531
1962445,"(41.6828528, -95.8169209)",Harrison,Persia,July 01 2010,318,19624
1963075,"(41.6828528, -95.8169209)",Harrison,Pisgah,July 01 2010,250,19630
1986835,"(41.6828528, -95.8169209)",Harrison,Woodbine,July 01 2010,1482,19868
1999990,"(41.6828528, -95.8169209)",Harrison,Balance of Harrison County,July 01 2010,6421,19999
1916140,"(41.6828528, -91.5445241)",Henry,Coppock (pt.),July 01 2010,30,19161
1936390,"(40.9879383, -91.5445241)",Henry,Hillsboro,July 01 2010,179,19363
1954705,"(40.9879383, -91.5445241)",Henry,Mount Pleasant,July 01 2010,8652,19547
1954795,"(40.9879383, -91.5445241)",Henry,Mount Union,July 01 2010,107,19547
1956325,"(40.9879383, -91.5445241)",Henry,New London,July 01 2010,1892,19563
1958890,"(40.9879383, -91.5445241)",Henry,Olds,July 01 2010,228,19588
1968565,"(40.9879383, -91.5445241)",Henry,Rome,July 01 2010,117,19685
1970230,"(40.9879383, -91.5445241)",Henry,Salem,July 01 2010,382,19702
1982965,"(40.9879383, -91.5445241)",Henry,Wayland,July 01 2010,965,19829
1984835,"(40.9879383, -91.5445241)",Henry,Westwood,July 01 2010,112,19848
1986385,"(40.9879383, -91.5445241)",Henry,Winfield,July 01 2010,1131,19863
1999990,"(40.9879383, -91.5445241)",Henry,Balance of Henry County,July 01 2010,6308,19999
1913125,"(40.9879383, -92.3171989)",Howard,Chester,July 01 2010,127,19131
1917220,"(43.3567673, -92.3171989)",Howard,Cresco,July 01 2010,3869,19172
1925095,"(43.3567673, -92.3171989)",Howard,Elma,July 01 2010,548,19250
1945165,"(43.3567673, -92.3171989)",Howard,Lime Springs,July 01 2010,505,19451
1965010,"(43.3567673, -92.3171989)",Howard,Protivin (pt.),July 01 2010,262,19650
1966585,"(43.3567673, -92.3171989)",Howard,Riceville (pt.),July 01 2010,318,19665
1999990,"(43.3567673, -92.3171989)",Howard,Balance of Howard County,July 01 2010,3941,19999
1907210,"(43.3567673, -94.2071868)",Humboldt,Bode,July 01 2010,301,19072
1908065,"(42.7764686, -94.2071868)",Humboldt,Bradgate,July 01 2010,86,19080
1918075,"(42.7764686, -94.2071868)",Humboldt,Dakota City,July 01 2010,841,19180
1930945,"(42.7764686, -94.2071868)",Humboldt,Gilmore City (pt.),July 01 2010,280,19309
1934455,"(42.7764686, -94.2071868)",Humboldt,Hardy,July 01 2010,47,19344
1937560,"(42.7764686, -94.2071868)",Humboldt,Humboldt,July 01 2010,4679,19375
1945975,"(42.7764686, -94.2071868)",Humboldt,Livermore,July 01 2010,383,19459
1947370,"(42.7764686, -94.2071868)",Humboldt,Lu Verne (pt.),July 01 2010,36,19473
1960420,"(42.7764686, -94.2071868)",Humboldt,Ottosen,July 01 2010,55,19604
1962985,"(42.7764686, -94.2071868)",Humboldt,Pioneer,July 01 2010,23,19629
1966450,"(42.7764686, -94.2071868)",Humboldt,Renwick,July 01 2010,241,19664
1969375,"(42.7764686, -94.2071868)",Humboldt,Rutland,July 01 2010,126,19693
1977790,"(42.7764686, -94.2071868)",Humboldt,Thor,July 01 2010,186,19777
1999990,"(42.7764686, -94.2071868)",Humboldt,Balance of Humboldt County,July 01 2010,2508,19999
1903115,"(42.7764686, -95.5134962)",Ida,Arthur,July 01 2010,205,19031
1904870,"(42.3868747, -95.5134962)",Ida,Battle Creek,July 01 2010,711,19048
1929595,"(42.3868747, -95.5134962)",Ida,Galva,July 01 2010,433,19295
1936840,"(42.3868747, -95.5134962)",Ida,Holstein,July 01 2010,1393,19368
1938010,"(42.3868747, -95.5134962)",Ida,Ida Grove,July 01 2010,2136,19380
1999990,"(42.3868747, -95.5134962)",Ida,Balance of Ida County,July 01 2010,2189,19999
1942330,"(42.3868747, -92.065524)",Iowa,Ladora,July 01 2010,282,19423
1949395,"(41.6863229, -92.065524)",Iowa,Marengo,July 01 2010,2522,19493
1952230,"(41.6863229, -92.065524)",Iowa,Millersburg,July 01 2010,159,19522
1957225,"(41.6863229, -92.065524)",Iowa,North English (pt.),July 01 2010,1030,19572
1961770,"(41.6863229, -92.065524)",Iowa,Parnell,July 01 2010,193,19617
1980805,"(41.6863229, -92.065524)",Iowa,Victor (pt.),July 01 2010,777,19808
1985845,"(41.6863229, -92.065524)",Iowa,Williamsburg,July 01 2010,3070,19858
1999990,"(41.6863229, -92.065524)",Iowa,Balance of Iowa County,July 01 2010,8302,19999
1902125,"(41.6863229, -90.5742294)",Jackson,Andrew,July 01 2010,433,19021
1904330,"(42.1717426, -90.5742294)",Jackson,Baldwin,July 01 2010,109,19043
1905635,"(42.1717426, -90.5742294)",Jackson,Bellevue,July 01 2010,2190,19056
1943050,"(42.1717426, -90.5742294)",Jackson,La Motte,July 01 2010,260,19430
1949215,"(42.1717426, -90.5742294)",Jackson,Maquoketa (pt.),July 01 2010,6128,19492
1952050,"(42.1717426, -90.5742294)",Jackson,Miles,July 01 2010,455,19520
1953265,"(42.1717426, -90.5742294)",Jackson,Monmouth,July 01 2010,153,19532
1964605,"(42.1717426, -90.5742294)",Jackson,Preston,July 01 2010,1010,19646
1969510,"(42.1717426, -90.5742294)",Jackson,Sabula,July 01 2010,575,19695
1969960,"(42.1717426, -90.5742294)",Jackson,St. Donatus,July 01 2010,135,19699
1974460,"(42.1717426, -90.5742294)",Jackson,Spragueville,July 01 2010,81,19744
1974505,"(42.1717426, -90.5742294)",Jackson,Springbrook,July 01 2010,144,19745
1987690,"(42.1717426, -90.5742294)",Jackson,Zwingle (pt.),July 01 2010,26,19876
1999990,"(42.1717426, -90.5742294)",Jackson,Balance of Jackson County,July 01 2010,8124,19999
1904915,"(42.1717426, -93.053765)",Jasper,Baxter,July 01 2010,1100,19049
1915060,"(41.6860394, -93.053765)",Jasper,Colfax,July 01 2010,2091,19150
1940440,"(41.6860394, -93.053765)",Jasper,Kellogg,July 01 2010,598,19404
1942870,"(41.6860394, -93.053765)",Jasper,Lambs Grove,July 01 2010,172,19428
1947595,"(41.6860394, -93.053765)",Jasper,Lynnville,July 01 2010,378,19475
1952815,"(41.6860394, -93.053765)",Jasper,Mingo,July 01 2010,302,19528
1952950,"(41.6860394, -93.053765)",Jasper,Mitchellville (pt.),July 01 2010,26,19529
1953355,"(41.6860394, -93.053765)",Jasper,Monroe,July 01 2010,1828,19533
1956505,"(41.6860394, -93.053765)",Jasper,Newton,July 01 2010,15239,19565
1958170,"(41.6860394, -93.053765)",Jasper,Oakland Acres,July 01 2010,156,19581
1964470,"(41.6860394, -93.053765)",Jasper,Prairie City,July 01 2010,1678,19644
1965955,"(41.6860394, -93.053765)",Jasper,Reasnor,July 01 2010,152,19659
1976035,"(41.6860394, -93.053765)",Jasper,Sully,July 01 2010,820,19760
1980175,"(41.6860394, -93.053765)",Jasper,Valeria,July 01 2010,57,19801
1999990,"(41.6860394, -93.053765)",Jasper,Balance of Jasper County,July 01 2010,12216,19999
1904825,"(41.6860394, -91.9488774)",Jefferson,Batavia,July 01 2010,499,19048
1916140,"(41.0317596, -91.9488774)",Jefferson,Coppock (pt.),July 01 2010,4,19161
1926445,"(41.0317596, -91.9488774)",Jefferson,Fairfield,July 01 2010,9459,19264
1944985,"(41.0317596, -91.9488774)",Jefferson,Libertyville,July 01 2010,315,19449
1946065,"(41.0317596, -91.9488774)",Jefferson,Lockridge,July 01 2010,268,19460
1948500,"(41.0317596, -91.9488774)",Jefferson,Maharishi Vedic City,July 01 2010,1294,19485
1960915,"(41.0317596, -91.9488774)",Jefferson,Packwood,July 01 2010,204,19609
1963615,"(41.0317596, -91.9488774)",Jefferson,Pleasant Plain,July 01 2010,93,19636
1999990,"(41.0317596, -91.9488774)",Jefferson,Balance of Jefferson County,July 01 2010,4693,19999
1916230,"(41.0317596, -91.5880849)",Johnson,Coralville,July 01 2010,18925,19162
1936345,"(41.6715511, -91.5880849)",Johnson,Hills,July 01 2010,713,19363
1938595,"(41.6715511, -91.5880849)",Johnson,Iowa City,July 01 2010,67994,19385
1946335,"(41.6715511, -91.5880849)",Johnson,Lone Tree,July 01 2010,1306,19463
1957360,"(41.6715511, -91.5880849)",Johnson,North Liberty,July 01 2010,13652,19573
1960645,"(41.6715511, -91.5880849)",Johnson,Oxford,July 01 2010,805,19606
1972840,"(41.6715511, -91.5880849)",Johnson,Shueyville,July 01 2010,568,19728
1973875,"(41.6715511, -91.5880849)",Johnson,Solon,July 01 2010,2101,19738
1976890,"(41.6715511, -91.5880849)",Johnson,Swisher,July 01 2010,879,19768
1978060,"(41.6715511, -91.5880849)",Johnson,Tiffin,July 01 2010,1964,19780
1979770,"(41.6715511, -91.5880849)",Johnson,University Heights,July 01 2010,1053,19797
1983595,"(41.6715511, -91.5880849)",Johnson,West Branch (pt.),July 01 2010,95,19835
1999990,"(41.6715511, -91.5880849)",Johnson,Balance of Johnson County,July 01 2010,21238,19999
1901990,"(41.6715511, -91.1314352)",Jones,Anamosa,July 01 2010,5553,19019
1911305,"(42.1212397, -91.1314352)",Jones,Cascade (pt.),July 01 2010,401,19113
1912225,"(42.1212397, -91.1314352)",Jones,Center Junction,July 01 2010,254,19122
1949845,"(42.1212397, -91.1314352)",Jones,Martelle,July 01 2010,3798,19498
1953625,"(42.1212397, -91.1314352)",Jones,Monticello,July 01 2010,115,19536
1958980,"(42.1212397, -91.1314352)",Jones,Olin,July 01 2010,700,19589
1959250,"(42.1212397, -91.1314352)",Jones,Onslow,July 01 2010,197,19592
1960690,"(42.1212397, -91.1314352)",Jones,Oxford Junction,July 01 2010,497,19606
1987240,"(42.1212397, -91.1314352)",Jones,Wyoming,July 01 2010,516,19872
1999990,"(42.1212397, -91.1314352)",Jones,Balance of Jones County,July 01 2010,8658,19999
1919855,"(42.1212397, -92.1786426)",Keokuk,Delta,July 01 2010,328,19198
1930540,"(42.1212397, -92.1786426)",Keokuk,Gibson,July 01 2010,61,19305
1934545,"(41.336465, -92.1786426)",Keokuk,Harper,July 01 2010,114,19345
1935445,"(41.336465, -92.1786426)",Keokuk,Hayesville,July 01 2010,50,19354
1935670,"(41.336465, -92.1786426)",Keokuk,Hedrick,July 01 2010,765,19356
1940980,"(41.336465, -92.1786426)",Keokuk,Keota (pt.),July 01 2010,1011,19409
1941070,"(41.336465, -92.1786426)",Keokuk,Keswick,July 01 2010,246,19410
1941475,"(41.336465, -92.1786426)",Keokuk,Kinross,July 01 2010,73,19414
1949935,"(41.336465, -92.1786426)",Keokuk,Martinsburg,July 01 2010,112,19499
1957225,"(41.336465, -92.1786426)",Keokuk,North English (pt.),July 01 2010,9,19572
1959070,"(41.336465, -92.1786426)",Keokuk,Ollie,July 01 2010,215,19590
1966720,"(41.336465, -92.1786426)",Keokuk,Richland,July 01 2010,584,19667
1973110,"(41.336465, -92.1786426)",Keokuk,Sigourney,July 01 2010,2057,19731
1974055,"(41.336465, -92.1786426)",Keokuk,South English,July 01 2010,212,19740
1977835,"(41.336465, -92.1786426)",Keokuk,Thornburg,July 01 2010,67,19778
1983055,"(41.336465, -92.1786426)",Keokuk,Webster,July 01 2010,88,19830
1984900,"(41.336465, -92.1786426)",Keokuk,What Cheer,July 01 2010,646,19849
1999990,"(41.336465, -92.1786426)",Keokuk,Balance of Keokuk County,July 01 2010,3871,19999
1901135,"(41.336465, -94.2067199)",Kossuth,Algona,July 01 2010,5553,19011
1904420,"(41.336465, -94.2067199)",Kossuth,Bancroft,July 01 2010,733,19044
1909685,"(43.20413, -94.2067199)",Kossuth,Burt,July 01 2010,532,19096
1927210,"(43.20413, -94.2067199)",Kossuth,Fenton,July 01 2010,279,19272
1942825,"(43.20413, -94.2067199)",Kossuth,Lakota,July 01 2010,294,19428
1944130,"(43.20413, -94.2067199)",Kossuth,Ledyard,July 01 2010,130,19441
1946290,"(43.20413, -94.2067199)",Kossuth,Lone Rock,July 01 2010,146,19462
1947370,"(43.20413, -94.2067199)",Kossuth,Lu Verne (pt.),July 01 2010,225,19473
1976755,"(43.20413, -94.2067199)",Kossuth,Swea City,July 01 2010,540,19767
1978330,"(43.20413, -94.2067199)",Kossuth,Titonka,July 01 2010,478,19783
1983415,"(43.20413, -94.2067199)",Kossuth,Wesley,July 01 2010,389,19834
1983550,"(43.20413, -94.2067199)",Kossuth,West Bend (pt.),July 01 2010,24,19835
1985260,"(43.20413, -94.2067199)",Kossuth,Whittemore,July 01 2010,503,19852
1999990,"(43.20413, -94.2067199)",Kossuth,Balance of Kossuth County,July 01 2010,5697,19999
1921810,"(43.20413, -91.479264)",Lee,Donnellson,July 01 2010,912,19218
1928605,"(43.20413, -91.479264)",Lee,Fort Madison,July 01 2010,11043,19286
1928740,"(40.6419764, -91.479264)",Lee,Franklin,July 01 2010,143,19287
1937335,"(40.6419764, -91.479264)",Lee,Houghton,July 01 2010,146,19373
1940845,"(40.6419764, -91.479264)",Lee,Keokuk,July 01 2010,10770,19408
1953760,"(40.6419764, -91.479264)",Lee,Montrose,July 01 2010,898,19537
1970185,"(40.6419764, -91.479264)",Lee,St. Paul,July 01 2010,129,19701
1984585,"(40.6419764, -91.479264)",Lee,West Point,July 01 2010,966,19845
1999990,"(40.6419764, -91.479264)",Lee,Balance of Lee County,July 01 2010,10840,19999
1901000,"(40.6419764, -91.5989646)",Linn,Alburnett,July 01 2010,672,19010
1906175,"(40.6419764, -91.5989646)",Linn,Bertram,July 01 2010,292,19061
1912000,"(42.0789478, -91.5989646)",Linn,Cedar Rapids,July 01 2010,126693,19120
1912270,"(42.0789478, -91.5989646)",Linn,Center Point,July 01 2010,2425,19122
1912495,"(42.0789478, -91.5989646)",Linn,Central City,July 01 2010,1260,19124
1914925,"(42.0789478, -91.5989646)",Linn,Coggon,July 01 2010,669,19149
1925365,"(42.0789478, -91.5989646)",Linn,Ely,July 01 2010,1793,19253
1926400,"(42.0789478, -91.5989646)",Linn,Fairfax,July 01 2010,2144,19264
1935940,"(42.0789478, -91.5989646)",Linn,Hiawatha,July 01 2010,7029,19359
1945615,"(42.0789478, -91.5989646)",Linn,Lisbon,July 01 2010,2146,19456
1949485,"(42.0789478, -91.5989646)",Linn,Marion,July 01 2010,35233,19494
1954840,"(42.0789478, -91.5989646)",Linn,Mount Vernon,July 01 2010,4496,19548
1961230,"(42.0789478, -91.5989646)",Linn,Palo,July 01 2010,957,19612
1964425,"(42.0789478, -91.5989646)",Linn,Prairieburg,July 01 2010,178,19644
1967800,"(42.0789478, -91.5989646)",Linn,Robins,July 01 2010,3177,19678
1974775,"(42.0789478, -91.5989646)",Linn,Springville,July 01 2010,1074,19747
1981840,"(42.0789478, -91.5989646)",Linn,Walford (pt.),July 01 2010,382,19818
1981885,"(42.0789478, -91.5989646)",Linn,Walker,July 01 2010,788,19818
1999990,"(42.0789478, -91.5989646)",Linn,Balance of Linn County,July 01 2010,20249,19999
1915375,"(42.0789478, -91.2596184)",Louisa,Columbus City,July 01 2010,390,19153
1915420,"(42.0789478, -91.2596184)",Louisa,Columbus Junction,July 01 2010,1895,19154
1916725,"(41.2185073, -91.2596184)",Louisa,Cotter,July 01 2010,48,19167
1929055,"(41.2185073, -91.2596184)",Louisa,Fredonia,July 01 2010,244,19290
1932115,"(41.2185073, -91.2596184)",Louisa,Grandview,July 01 2010,555,19321
1944715,"(41.2185073, -91.2596184)",Louisa,Letts,July 01 2010,383,19447
1954120,"(41.2185073, -91.2596184)",Louisa,Morning Sun,July 01 2010,835,19541
1958395,"(41.2185073, -91.2596184)",Louisa,Oakville,July 01 2010,173,19583
1982200,"(41.2185073, -91.2596184)",Louisa,Wapello,July 01 2010,2063,19822
1999990,"(41.2185073, -91.2596184)",Louisa,Balance of Louisa County,July 01 2010,4794,19999
1912720,"(41.2185073, -93.3277207)",Lucas,Chariton,July 01 2010,4318,19127
1920125,"(41.2185073, -93.3277207)",Lucas,Derby,July 01 2010,115,19201
1947100,"(41.0293738, -93.3277207)",Lucas,Lucas,July 01 2010,216,19471
1969285,"(41.0293738, -93.3277207)",Lucas,Russell,July 01 2010,554,19692
1985935,"(41.0293738, -93.3277207)",Lucas,Williamson,July 01 2010,152,19859
1999990,"(41.0293738, -93.3277207)",Lucas,Balance of Lucas County,July 01 2010,3540,19999
1901675,"(41.0293738, -96.2102924)",Lyon,Alvord,July 01 2010,196,19016
1921900,"(41.0293738, -96.2102924)",Lyon,Doon,July 01 2010,576,19219
1930225,"(43.380497, -96.2102924)",Lyon,George,July 01 2010,1089,19302
1938415,"(43.380497, -96.2102924)",Lyon,Inwood,July 01 2010,813,19384
1943410,"(43.380497, -96.2102924)",Lyon,Larchwood,July 01 2010,834,19434
1944670,"(43.380497, -96.2102924)",Lyon,Lester,July 01 2010,294,19446
1945795,"(43.380497, -96.2102924)",Lyon,Little Rock,July 01 2010,458,19457
1968160,"(43.380497, -96.2102924)",Lyon,Rock Rapids,July 01 2010,2544,19681
1999990,"(43.380497, -96.2102924)",Lyon,Balance of Lyon County,July 01 2010,4764,19999
1906490,"(43.380497, -94.0155619)",Madison,Bevington (pt.),July 01 2010,58,19064
1923340,"(43.380497, -94.0155619)",Madison,Earlham,July 01 2010,1449,19233
1923790,"(41.3307142, -94.0155619)",Madison,East Peru,July 01 2010,125,19237
1948180,"(41.3307142, -94.0155619)",Madison,Macksburg,July 01 2010,113,19481
1961860,"(41.3307142, -94.0155619)",Madison,Patterson,July 01 2010,147,19618
1969915,"(41.3307142, -94.0155619)",Madison,St. Charles,July 01 2010,651,19699
1979140,"(41.3307142, -94.0155619)",Madison,Truro,July 01 2010,487,19791
1983910,"(41.3307142, -94.0155619)",Madison,West Des Moines (pt.),July 01 2010,1,19839
1986520,"(41.3307142, -94.0155619)",Madison,Winterset,July 01 2010,5205,19865
1999990,"(41.3307142, -94.0155619)",Madison,Balance of Madison County,July 01 2010,7496,19999
1904555,"(41.3307142, -92.6409094)",Mahaska,Barnes City (pt.),July 01 2010,159,19045
1905050,"(41.3307142, -92.6409094)",Mahaska,Beacon,July 01 2010,495,19050
1923970,"(41.3352035, -92.6409094)",Mahaska,Eddyville (pt.),July 01 2010,221,19239
1929190,"(41.3352035, -92.6409094)",Mahaska,Fremont,July 01 2010,744,19291
1940890,"(41.3352035, -92.6409094)",Mahaska,Keomah Village,July 01 2010,84,19408
1944310,"(41.3352035, -92.6409094)",Mahaska,Leighton,July 01 2010,162,19443
1956460,"(41.3352035, -92.6409094)",Mahaska,New Sharon,July 01 2010,1294,19564
1959925,"(41.3352035, -92.6409094)",Mahaska,Oskaloosa,July 01 2010,11517,19599
1962040,"(41.3352035, -92.6409094)",Mahaska,Pella (pt.),July 01 2010,1,19620
1968700,"(41.3352035, -92.6409094)",Mahaska,Rose Hill,July 01 2010,168,19687
1979815,"(41.3352035, -92.6409094)",Mahaska,University Park,July 01 2010,487,19798
1999990,"(41.3352035, -92.6409094)",Mahaska,Balance of Mahaska County,July 01 2010,7074,19999
1909730,"(41.3352035, -93.0994367)",Marion,Bussey,July 01 2010,421,19097
1933870,"(41.3344515, -93.0994367)",Marion,Hamilton,July 01 2010,129,19338
1934860,"(41.3344515, -93.0994367)",Marion,Harvey,July 01 2010,234,19348
1942015,"(41.3344515, -93.0994367)",Marion,Knoxville,July 01 2010,7291,19420
1950070,"(41.3344515, -93.0994367)",Marion,Marysville,July 01 2010,66,19500
1950935,"(41.3344515, -93.0994367)",Marion,Melcher-Dallas,July 01 2010,1284,19509
1962040,"(41.3344515, -93.0994367)",Marion,Pella (pt.),July 01 2010,10331,19620
1963750,"(41.3344515, -93.0994367)",Marion,Pleasantville,July 01 2010,1689,19637
1976665,"(41.3344515, -93.0994367)",Marion,Swan,July 01 2010,72,19766
1999990,"(41.3344515, -93.0994367)",Marion,Balance of Marion County,July 01 2010,11708,19999
1900955,"(41.3344515, -92.9987706)",Marshall,Albion,July 01 2010,506,19009
1914160,"(42.0358499, -92.9987706)",Marshall,Clemons,July 01 2010,148,19141
1927255,"(42.0358499, -92.9987706)",Marshall,Ferguson,July 01 2010,126,19272
1930900,"(42.0358499, -92.9987706)",Marshall,Gilman,July 01 2010,510,19309
1935220,"(42.0358499, -92.9987706)",Marshall,Haverhill,July 01 2010,173,19352
1943680,"(42.0358499, -92.9987706)",Marshall,Laurel,July 01 2010,239,19436
1944220,"(42.0358499, -92.9987706)",Marshall,Le Grand (pt.),July 01 2010,939,19442
